Comuna,Variable,Año,Valor
Coinco,Frecuencia Anual Aprehendidos,2006,0
Coinco,Frecuencia Anual Aprehendidos,2007,0
Coinco,Frecuencia Anual Aprehendidos,2008,1
Coinco,Frecuencia Anual Aprehendidos,2009,0
Coinco,Frecuencia Anual Aprehendidos,2010,0
Coinco,Frecuencia Anual Aprehendidos,2011,0
Coinco,Frecuencia Anual Aprehendidos,2012,0
Coinco,Frecuencia Anual Aprehendidos,2013,0
Coinco,Frecuencia Anual Aprehendidos,2014,0
Coinco,Frecuencia Anual Aprehendidos,2015,1
Coinco,Frecuencia Anual Aprehendidos,2016,0
Coinco,Frecuencia Anual Aprehendidos,2017,0
Coinco,Frecuencia Anual Aprehendidos,2018,0
Coinco,Frecuencia Anual Aprehendidos,2019,0
Coinco,Frecuencia Anual Casos Policiales,2005,0
Coinco,Frecuencia Anual Casos Policiales,2006,0
Coinco,Frecuencia Anual Casos Policiales,2007,0
Coinco,Frecuencia Anual Casos Policiales,2008,1
Coinco,Frecuencia Anual Casos Policiales,2009,3
Coinco,Frecuencia Anual Casos Policiales,2010,1
Coinco,Frecuencia Anual Casos Policiales,2011,0
Coinco,Frecuencia Anual Casos Policiales,2012,3
Coinco,Frecuencia Anual Casos Policiales,2013,0
Coinco,Frecuencia Anual Casos Policiales,2014,0
Coinco,Frecuencia Anual Casos Policiales,2015,2
Coinco,Frecuencia Anual Casos Policiales,2016,2
Coinco,Frecuencia Anual Casos Policiales,2017,1
Coinco,Frecuencia Anual Casos Policiales,2018,0
Coinco,Frecuencia Anual Casos Policiales,2019,3
Coinco,Frecuencia Anual Denuncia,2005,0
Coinco,Frecuencia Anual Denuncia,2006,0
Coinco,Frecuencia Anual Denuncia,2007,0
Coinco,Frecuencia Anual Denuncia,2008,0
Coinco,Frecuencia Anual Denuncia,2009,3
Coinco,Frecuencia Anual Denuncia,2010,1
Coinco,Frecuencia Anual Denuncia,2011,0
Coinco,Frecuencia Anual Denuncia,2012,3
Coinco,Frecuencia Anual Denuncia,2013,0
Coinco,Frecuencia Anual Denuncia,2014,0
Coinco,Frecuencia Anual Denuncia,2015,1
Coinco,Frecuencia Anual Denuncia,2016,2
Coinco,Frecuencia Anual Denuncia,2017,1
Coinco,Frecuencia Anual Denuncia,2018,0
Coinco,Frecuencia Anual Denuncia,2019,3
Coinco,Frecuencia Anual Detenciones,2005,0
Coinco,Frecuencia Anual Detenciones,2006,0
Coinco,Frecuencia Anual Detenciones,2007,0
Coinco,Frecuencia Anual Detenciones,2008,1
Coinco,Frecuencia Anual Detenciones,2009,0
Coinco,Frecuencia Anual Detenciones,2010,0
Coinco,Frecuencia Anual Detenciones,2011,0
Coinco,Frecuencia Anual Detenciones,2012,0
Coinco,Frecuencia Anual Detenciones,2013,0
Coinco,Frecuencia Anual Detenciones,2014,0
Coinco,Frecuencia Anual Detenciones,2015,1
Coinco,Frecuencia Anual Detenciones,2016,0
Coinco,Frecuencia Anual Detenciones,2017,0
Coinco,Frecuencia Anual Detenciones,2018,0
Coinco,Frecuencia Anual Detenciones,2019,0
Colbún,Frecuencia Anual Aprehendidos,2005,0
Colbún,Frecuencia Anual Aprehendidos,2006,0
Colbún,Frecuencia Anual Aprehendidos,2007,1
Colbún,Frecuencia Anual Aprehendidos,2008,1
Colbún,Frecuencia Anual Aprehendidos,2009,0
Colbún,Frecuencia Anual Aprehendidos,2010,0
Colbún,Frecuencia Anual Aprehendidos,2011,1
Colbún,Frecuencia Anual Aprehendidos,2012,0
Colbún,Frecuencia Anual Aprehendidos,2013,1
Colbún,Frecuencia Anual Aprehendidos,2014,0
Colbún,Frecuencia Anual Aprehendidos,2015,1
Colbún,Frecuencia Anual Aprehendidos,2016,0
Colbún,Frecuencia Anual Aprehendidos,2017,2
Colbún,Frecuencia Anual Aprehendidos,2018,1
Colbún,Frecuencia Anual Aprehendidos,2019,2
Colbún,Frecuencia Anual Casos Policiales,2005,4
Colbún,Frecuencia Anual Casos Policiales,2006,2
Colbún,Frecuencia Anual Casos Policiales,2007,2
Colbún,Frecuencia Anual Casos Policiales,2008,4
Colbún,Frecuencia Anual Casos Policiales,2009,4
Colbún,Frecuencia Anual Casos Policiales,2010,6
Colbún,Frecuencia Anual Casos Policiales,2011,2
Colbún,Frecuencia Anual Casos Policiales,2012,7
Colbún,Frecuencia Anual Casos Policiales,2013,4
Colbún,Frecuencia Anual Casos Policiales,2014,4
Colbún,Frecuencia Anual Casos Policiales,2015,6
Colbún,Frecuencia Anual Casos Policiales,2016,3
Colbún,Frecuencia Anual Casos Policiales,2017,6
Colbún,Frecuencia Anual Casos Policiales,2018,3
Colbún,Frecuencia Anual Casos Policiales,2019,4
Colbún,Frecuencia Anual Denuncia,2005,4
Colbún,Frecuencia Anual Denuncia,2006,2
Colbún,Frecuencia Anual Denuncia,2007,1
Colbún,Frecuencia Anual Denuncia,2008,3
Colbún,Frecuencia Anual Denuncia,2009,4
Colbún,Frecuencia Anual Denuncia,2010,6
Colbún,Frecuencia Anual Denuncia,2011,1
Colbún,Frecuencia Anual Denuncia,2012,7
Colbún,Frecuencia Anual Denuncia,2013,3
Colbún,Frecuencia Anual Denuncia,2014,4
Colbún,Frecuencia Anual Denuncia,2015,5
Colbún,Frecuencia Anual Denuncia,2016,3
Colbún,Frecuencia Anual Denuncia,2017,4
Colbún,Frecuencia Anual Denuncia,2018,2
Colbún,Frecuencia Anual Denuncia,2019,2
Colbún,Frecuencia Anual Detenciones,2005,0
Colbún,Frecuencia Anual Detenciones,2006,0
Colbún,Frecuencia Anual Detenciones,2007,1
Colbún,Frecuencia Anual Detenciones,2008,1
Colbún,Frecuencia Anual Detenciones,2009,0
Colbún,Frecuencia Anual Detenciones,2010,0
Colbún,Frecuencia Anual Detenciones,2011,1
Colbún,Frecuencia Anual Detenciones,2012,0
Colbún,Frecuencia Anual Detenciones,2013,1
Colbún,Frecuencia Anual Detenciones,2014,0
Colbún,Frecuencia Anual Detenciones,2015,1
Colbún,Frecuencia Anual Detenciones,2016,0
Colbún,Frecuencia Anual Detenciones,2017,2
Colbún,Frecuencia Anual Detenciones,2018,1
Colbún,Frecuencia Anual Detenciones,2019,2
Colchane,Frecuencia Anual Aprehendidos,2005,0
Colchane,Frecuencia Anual Aprehendidos,2006,0
Colchane,Frecuencia Anual Aprehendidos,2007,0
Colchane,Frecuencia Anual Aprehendidos,2008,0
Colchane,Frecuencia Anual Aprehendidos,2009,0
Colchane,Frecuencia Anual Aprehendidos,2010,0
Colchane,Frecuencia Anual Aprehendidos,2011,0
Colchane,Frecuencia Anual Aprehendidos,2012,0
Colchane,Frecuencia Anual Aprehendidos,2013,0
Colchane,Frecuencia Anual Aprehendidos,2014,0
Colchane,Frecuencia Anual Aprehendidos,2015,0
Colchane,Frecuencia Anual Aprehendidos,2016,0
Colchane,Frecuencia Anual Aprehendidos,2017,0
Colchane,Frecuencia Anual Aprehendidos,2018,0
Colchane,Frecuencia Anual Aprehendidos,2019,0
Colchane,Frecuencia Anual Casos Policiales,2005,0
Colchane,Frecuencia Anual Casos Policiales,2006,0
Colchane,Frecuencia Anual Casos Policiales,2007,0
Colchane,Frecuencia Anual Casos Policiales,2008,0
Colchane,Frecuencia Anual Casos Policiales,2009,0
Colchane,Frecuencia Anual Casos Policiales,2010,0
Colchane,Frecuencia Anual Casos Policiales,2011,0
Colchane,Frecuencia Anual Casos Policiales,2012,0
Colchane,Frecuencia Anual Casos Policiales,2013,1
Colchane,Frecuencia Anual Casos Policiales,2014,0
Colchane,Frecuencia Anual Casos Policiales,2015,1
Colchane,Frecuencia Anual Casos Policiales,2016,0
Colchane,Frecuencia Anual Casos Policiales,2017,0
Colchane,Frecuencia Anual Casos Policiales,2018,0
Colchane,Frecuencia Anual Casos Policiales,2019,0
Colchane,Frecuencia Anual Denuncia,2005,0
Colchane,Frecuencia Anual Denuncia,2006,0
Colchane,Frecuencia Anual Denuncia,2007,0
Colchane,Frecuencia Anual Denuncia,2008,0
Colchane,Frecuencia Anual Denuncia,2009,0
Colchane,Frecuencia Anual Denuncia,2010,0
Colchane,Frecuencia Anual Denuncia,2011,0
Colchane,Frecuencia Anual Denuncia,2012,0
Colchane,Frecuencia Anual Denuncia,2013,1
Colchane,Frecuencia Anual Denuncia,2014,0
Colchane,Frecuencia Anual Denuncia,2015,1
Colchane,Frecuencia Anual Denuncia,2016,0
Colchane,Frecuencia Anual Denuncia,2017,0
Colchane,Frecuencia Anual Denuncia,2018,0
Colchane,Frecuencia Anual Denuncia,2019,0
Colchane,Frecuencia Anual Detenciones,2005,0
Colchane,Frecuencia Anual Detenciones,2006,0
Colchane,Frecuencia Anual Detenciones,2007,0
Colchane,Frecuencia Anual Detenciones,2008,0
Colchane,Frecuencia Anual Detenciones,2009,0
Colchane,Frecuencia Anual Detenciones,2010,0
Colchane,Frecuencia Anual Detenciones,2011,0
Colchane,Frecuencia Anual Detenciones,2012,0
Colchane,Frecuencia Anual Detenciones,2013,0
Colchane,Frecuencia Anual Detenciones,2014,0
Colchane,Frecuencia Anual Detenciones,2015,0
Colchane,Frecuencia Anual Detenciones,2016,0
Colchane,Frecuencia Anual Detenciones,2017,0
Colchane,Frecuencia Anual Detenciones,2018,0
Colchane,Frecuencia Anual Detenciones,2019,0
Colina,Frecuencia Anual Aprehendidos,2005,4
Colina,Frecuencia Anual Aprehendidos,2006,0
Colina,Frecuencia Anual Aprehendidos,2007,1
Colina,Frecuencia Anual Aprehendidos,2008,7
Colina,Frecuencia Anual Aprehendidos,2009,3
Colina,Frecuencia Anual Aprehendidos,2010,4
Colina,Frecuencia Anual Aprehendidos,2011,2
Colina,Frecuencia Anual Aprehendidos,2012,1
Colina,Frecuencia Anual Aprehendidos,2013,3
Colina,Frecuencia Anual Aprehendidos,2014,0
Colina,Frecuencia Anual Aprehendidos,2015,1
Colina,Frecuencia Anual Aprehendidos,2016,4
Colina,Frecuencia Anual Aprehendidos,2017,1
Colina,Frecuencia Anual Aprehendidos,2018,3
Colina,Frecuencia Anual Aprehendidos,2019,1
Colina,Frecuencia Anual Casos Policiales,2005,25
Colina,Frecuencia Anual Casos Policiales,2006,24
Colina,Frecuencia Anual Casos Policiales,2007,18
Colina,Frecuencia Anual Casos Policiales,2008,29
Colina,Frecuencia Anual Casos Policiales,2009,25
Colina,Frecuencia Anual Casos Policiales,2010,25
Colina,Frecuencia Anual Casos Policiales,2011,33
Colina,Frecuencia Anual Casos Policiales,2012,26
Colina,Frecuencia Anual Casos Policiales,2013,37
Colina,Frecuencia Anual Casos Policiales,2014,22
Colina,Frecuencia Anual Casos Policiales,2015,20
Colina,Frecuencia Anual Casos Policiales,2016,26
Colina,Frecuencia Anual Casos Policiales,2017,18
Colina,Frecuencia Anual Casos Policiales,2018,28
Colina,Frecuencia Anual Casos Policiales,2019,45
Colina,Frecuencia Anual Denuncia,2005,22
Colina,Frecuencia Anual Denuncia,2006,24
Colina,Frecuencia Anual Denuncia,2007,17
Colina,Frecuencia Anual Denuncia,2008,23
Colina,Frecuencia Anual Denuncia,2009,22
Colina,Frecuencia Anual Denuncia,2010,21
Colina,Frecuencia Anual Denuncia,2011,31
Colina,Frecuencia Anual Denuncia,2012,25
Colina,Frecuencia Anual Denuncia,2013,34
Colina,Frecuencia Anual Denuncia,2014,22
Colina,Frecuencia Anual Denuncia,2015,19
Colina,Frecuencia Anual Denuncia,2016,22
Colina,Frecuencia Anual Denuncia,2017,17
Colina,Frecuencia Anual Denuncia,2018,25
Colina,Frecuencia Anual Denuncia,2019,44
Colina,Frecuencia Anual Detenciones,2005,3
Colina,Frecuencia Anual Detenciones,2006,0
Colina,Frecuencia Anual Detenciones,2007,1
Colina,Frecuencia Anual Detenciones,2008,6
Colina,Frecuencia Anual Detenciones,2009,3
Colina,Frecuencia Anual Detenciones,2010,4
Colina,Frecuencia Anual Detenciones,2011,2
Colina,Frecuencia Anual Detenciones,2012,1
Colina,Frecuencia Anual Detenciones,2013,3
Colina,Frecuencia Anual Detenciones,2014,0
Colina,Frecuencia Anual Detenciones,2015,1
Colina,Frecuencia Anual Detenciones,2016,4
Colina,Frecuencia Anual Detenciones,2017,1
Colina,Frecuencia Anual Detenciones,2018,3
Colina,Frecuencia Anual Detenciones,2019,1
Collipulli,Frecuencia Anual Aprehendidos,2005,2
Collipulli,Frecuencia Anual Aprehendidos,2006,3
Collipulli,Frecuencia Anual Aprehendidos,2007,4
Collipulli,Frecuencia Anual Aprehendidos,2008,5
Collipulli,Frecuencia Anual Aprehendidos,2009,6
Collipulli,Frecuencia Anual Aprehendidos,2010,1
Collipulli,Frecuencia Anual Aprehendidos,2011,2
Collipulli,Frecuencia Anual Aprehendidos,2012,1
Collipulli,Frecuencia Anual Aprehendidos,2013,1
Collipulli,Frecuencia Anual Aprehendidos,2014,2
Collipulli,Frecuencia Anual Aprehendidos,2015,1
Collipulli,Frecuencia Anual Aprehendidos,2016,1
Collipulli,Frecuencia Anual Aprehendidos,2017,0
Collipulli,Frecuencia Anual Aprehendidos,2018,3
Collipulli,Frecuencia Anual Aprehendidos,2019,0
Collipulli,Frecuencia Anual Casos Policiales,2005,4
Collipulli,Frecuencia Anual Casos Policiales,2006,7
Collipulli,Frecuencia Anual Casos Policiales,2007,5
Collipulli,Frecuencia Anual Casos Policiales,2008,11
Collipulli,Frecuencia Anual Casos Policiales,2009,11
Collipulli,Frecuencia Anual Casos Policiales,2010,12
Collipulli,Frecuencia Anual Casos Policiales,2011,9
Collipulli,Frecuencia Anual Casos Policiales,2012,4
Collipulli,Frecuencia Anual Casos Policiales,2013,5
Collipulli,Frecuencia Anual Casos Policiales,2014,8
Collipulli,Frecuencia Anual Casos Policiales,2015,6
Collipulli,Frecuencia Anual Casos Policiales,2016,6
Collipulli,Frecuencia Anual Casos Policiales,2017,6
Collipulli,Frecuencia Anual Casos Policiales,2018,11
Collipulli,Frecuencia Anual Casos Policiales,2019,8
Collipulli,Frecuencia Anual Denuncia,2005,2
Collipulli,Frecuencia Anual Denuncia,2006,4
Collipulli,Frecuencia Anual Denuncia,2007,1
Collipulli,Frecuencia Anual Denuncia,2008,6
Collipulli,Frecuencia Anual Denuncia,2009,7
Collipulli,Frecuencia Anual Denuncia,2010,11
Collipulli,Frecuencia Anual Denuncia,2011,7
Collipulli,Frecuencia Anual Denuncia,2012,3
Collipulli,Frecuencia Anual Denuncia,2013,4
Collipulli,Frecuencia Anual Denuncia,2014,6
Collipulli,Frecuencia Anual Denuncia,2015,5
Collipulli,Frecuencia Anual Denuncia,2016,5
Collipulli,Frecuencia Anual Denuncia,2017,6
Collipulli,Frecuencia Anual Denuncia,2018,8
Collipulli,Frecuencia Anual Denuncia,2019,8
Collipulli,Frecuencia Anual Detenciones,2005,2
Collipulli,Frecuencia Anual Detenciones,2006,3
Collipulli,Frecuencia Anual Detenciones,2007,4
Collipulli,Frecuencia Anual Detenciones,2008,5
Collipulli,Frecuencia Anual Detenciones,2009,4
Collipulli,Frecuencia Anual Detenciones,2010,1
Collipulli,Frecuencia Anual Detenciones,2011,2
Collipulli,Frecuencia Anual Detenciones,2012,1
Collipulli,Frecuencia Anual Detenciones,2013,1
Collipulli,Frecuencia Anual Detenciones,2014,2
Collipulli,Frecuencia Anual Detenciones,2015,1
Collipulli,Frecuencia Anual Detenciones,2016,1
Collipulli,Frecuencia Anual Detenciones,2017,0
Collipulli,Frecuencia Anual Detenciones,2018,3
Collipulli,Frecuencia Anual Detenciones,2019,0
Coltauco,Frecuencia Anual Aprehendidos,2005,0
Coltauco,Frecuencia Anual Aprehendidos,2006,0
Coltauco,Frecuencia Anual Aprehendidos,2007,0
Coltauco,Frecuencia Anual Aprehendidos,2008,0
Coltauco,Frecuencia Anual Aprehendidos,2009,0
Coltauco,Frecuencia Anual Aprehendidos,2010,1
Coltauco,Frecuencia Anual Aprehendidos,2011,0
Coltauco,Frecuencia Anual Aprehendidos,2012,2
Coltauco,Frecuencia Anual Aprehendidos,2013,0
Coltauco,Frecuencia Anual Aprehendidos,2014,1
Coltauco,Frecuencia Anual Aprehendidos,2015,1
Coltauco,Frecuencia Anual Aprehendidos,2016,0
Coltauco,Frecuencia Anual Aprehendidos,2017,0
Coltauco,Frecuencia Anual Aprehendidos,2018,0
Coltauco,Frecuencia Anual Aprehendidos,2019,0
Coltauco,Frecuencia Anual Casos Policiales,2005,2
Coltauco,Frecuencia Anual Casos Policiales,2006,3
Coltauco,Frecuencia Anual Casos Policiales,2007,2
Coltauco,Frecuencia Anual Casos Policiales,2008,3
Coltauco,Frecuencia Anual Casos Policiales,2009,1
Coltauco,Frecuencia Anual Casos Policiales,2010,4
Coltauco,Frecuencia Anual Casos Policiales,2011,2
Coltauco,Frecuencia Anual Casos Policiales,2012,6
Coltauco,Frecuencia Anual Casos Policiales,2013,4
Coltauco,Frecuencia Anual Casos Policiales,2014,2
Coltauco,Frecuencia Anual Casos Policiales,2015,3
Coltauco,Frecuencia Anual Casos Policiales,2016,3
Coltauco,Frecuencia Anual Casos Policiales,2017,3
Coltauco,Frecuencia Anual Casos Policiales,2018,1
Coltauco,Frecuencia Anual Casos Policiales,2019,2
Coltauco,Frecuencia Anual Denuncia,2005,2
Coltauco,Frecuencia Anual Denuncia,2006,3
Coltauco,Frecuencia Anual Denuncia,2007,2
Coltauco,Frecuencia Anual Denuncia,2008,3
Coltauco,Frecuencia Anual Denuncia,2009,1
Coltauco,Frecuencia Anual Denuncia,2010,3
Coltauco,Frecuencia Anual Denuncia,2011,2
Coltauco,Frecuencia Anual Denuncia,2012,4
Coltauco,Frecuencia Anual Denuncia,2013,4
Coltauco,Frecuencia Anual Denuncia,2014,1
Coltauco,Frecuencia Anual Denuncia,2015,2
Coltauco,Frecuencia Anual Denuncia,2016,3
Coltauco,Frecuencia Anual Denuncia,2017,3
Coltauco,Frecuencia Anual Denuncia,2018,1
Coltauco,Frecuencia Anual Denuncia,2019,2
Coltauco,Frecuencia Anual Detenciones,2005,0
Coltauco,Frecuencia Anual Detenciones,2006,0
Coltauco,Frecuencia Anual Detenciones,2007,0
Coltauco,Frecuencia Anual Detenciones,2008,0
Coltauco,Frecuencia Anual Detenciones,2009,0
Coltauco,Frecuencia Anual Detenciones,2010,1
Coltauco,Frecuencia Anual Detenciones,2011,0
Coltauco,Frecuencia Anual Detenciones,2012,2
Coltauco,Frecuencia Anual Detenciones,2013,0
Coltauco,Frecuencia Anual Detenciones,2014,1
Coltauco,Frecuencia Anual Detenciones,2015,1
Coltauco,Frecuencia Anual Detenciones,2016,0
Coltauco,Frecuencia Anual Detenciones,2017,0
Coltauco,Frecuencia Anual Detenciones,2018,0
Coltauco,Frecuencia Anual Detenciones,2019,0
Combarbalá,Frecuencia Anual Aprehendidos,2005,0
Combarbalá,Frecuencia Anual Aprehendidos,2006,0
Combarbalá,Frecuencia Anual Aprehendidos,2007,0
Combarbalá,Frecuencia Anual Aprehendidos,2008,0
Combarbalá,Frecuencia Anual Aprehendidos,2009,0
Combarbalá,Frecuencia Anual Aprehendidos,2010,0
Combarbalá,Frecuencia Anual Aprehendidos,2011,0
Combarbalá,Frecuencia Anual Aprehendidos,2012,0
Combarbalá,Frecuencia Anual Aprehendidos,2013,0
Combarbalá,Frecuencia Anual Aprehendidos,2014,0
Combarbalá,Frecuencia Anual Aprehendidos,2015,0
Combarbalá,Frecuencia Anual Aprehendidos,2016,0
Combarbalá,Frecuencia Anual Aprehendidos,2017,0
Combarbalá,Frecuencia Anual Aprehendidos,2018,0
Combarbalá,Frecuencia Anual Aprehendidos,2019,0
Combarbalá,Frecuencia Anual Casos Policiales,2005,0
Combarbalá,Frecuencia Anual Casos Policiales,2006,1
Combarbalá,Frecuencia Anual Casos Policiales,2007,0
Combarbalá,Frecuencia Anual Casos Policiales,2008,1
Combarbalá,Frecuencia Anual Casos Policiales,2009,0
Combarbalá,Frecuencia Anual Casos Policiales,2010,0
Combarbalá,Frecuencia Anual Casos Policiales,2011,0
Combarbalá,Frecuencia Anual Casos Policiales,2012,0
Combarbalá,Frecuencia Anual Casos Policiales,2013,0
Combarbalá,Frecuencia Anual Casos Policiales,2014,2
Combarbalá,Frecuencia Anual Casos Policiales,2015,0
Combarbalá,Frecuencia Anual Casos Policiales,2016,0
Combarbalá,Frecuencia Anual Casos Policiales,2017,1
Combarbalá,Frecuencia Anual Casos Policiales,2018,0
Combarbalá,Frecuencia Anual Casos Policiales,2019,0
Combarbalá,Frecuencia Anual Denuncia,2005,0
Combarbalá,Frecuencia Anual Denuncia,2006,1
Combarbalá,Frecuencia Anual Denuncia,2007,0
Combarbalá,Frecuencia Anual Denuncia,2008,1
Combarbalá,Frecuencia Anual Denuncia,2009,0
Combarbalá,Frecuencia Anual Denuncia,2010,0
Combarbalá,Frecuencia Anual Denuncia,2011,0
Combarbalá,Frecuencia Anual Denuncia,2012,0
Combarbalá,Frecuencia Anual Denuncia,2013,0
Combarbalá,Frecuencia Anual Denuncia,2014,2
Combarbalá,Frecuencia Anual Denuncia,2015,0
Combarbalá,Frecuencia Anual Denuncia,2016,0
Combarbalá,Frecuencia Anual Denuncia,2017,1
Combarbalá,Frecuencia Anual Denuncia,2018,0
Combarbalá,Frecuencia Anual Denuncia,2019,0
Combarbalá,Frecuencia Anual Detenciones,2005,0
Combarbalá,Frecuencia Anual Detenciones,2006,0
Combarbalá,Frecuencia Anual Detenciones,2007,0
Combarbalá,Frecuencia Anual Detenciones,2008,0
Combarbalá,Frecuencia Anual Detenciones,2009,0
Combarbalá,Frecuencia Anual Detenciones,2010,0
Combarbalá,Frecuencia Anual Detenciones,2011,0
Combarbalá,Frecuencia Anual Detenciones,2012,0
Combarbalá,Frecuencia Anual Detenciones,2013,0
Combarbalá,Frecuencia Anual Detenciones,2014,0
Combarbalá,Frecuencia Anual Detenciones,2015,0
Combarbalá,Frecuencia Anual Detenciones,2016,0
Combarbalá,Frecuencia Anual Detenciones,2017,0
Combarbalá,Frecuencia Anual Detenciones,2018,0
Combarbalá,Frecuencia Anual Detenciones,2019,0
Concepción,Frecuencia Anual Aprehendidos,2005,1
Concepción,Frecuencia Anual Aprehendidos,2006,1
Concepción,Frecuencia Anual Aprehendidos,2007,1
Concepción,Frecuencia Anual Aprehendidos,2008,3
Concepción,Frecuencia Anual Aprehendidos,2009,6
Concepción,Frecuencia Anual Aprehendidos,2010,0
Concepción,Frecuencia Anual Aprehendidos,2011,1
Concepción,Frecuencia Anual Aprehendidos,2012,0
Concepción,Frecuencia Anual Aprehendidos,2013,0
Concepción,Frecuencia Anual Aprehendidos,2014,5
Concepción,Frecuencia Anual Aprehendidos,2015,1
Concepción,Frecuencia Anual Aprehendidos,2016,4
Concepción,Frecuencia Anual Aprehendidos,2017,1
Concepción,Frecuencia Anual Aprehendidos,2018,1
Concepción,Frecuencia Anual Aprehendidos,2019,1
Concepción,Frecuencia Anual Casos Policiales,2005,44
Concepción,Frecuencia Anual Casos Policiales,2006,33
Concepción,Frecuencia Anual Casos Policiales,2007,40
Concepción,Frecuencia Anual Casos Policiales,2008,55
Concepción,Frecuencia Anual Casos Policiales,2009,45
Concepción,Frecuencia Anual Casos Policiales,2010,39
Concepción,Frecuencia Anual Casos Policiales,2011,33
Concepción,Frecuencia Anual Casos Policiales,2012,22
Concepción,Frecuencia Anual Casos Policiales,2013,55
Concepción,Frecuencia Anual Casos Policiales,2014,40
Concepción,Frecuencia Anual Casos Policiales,2015,36
Concepción,Frecuencia Anual Casos Policiales,2016,61
Concepción,Frecuencia Anual Casos Policiales,2017,31
Concepción,Frecuencia Anual Casos Policiales,2018,61
Concepción,Frecuencia Anual Casos Policiales,2019,59
Concepción,Frecuencia Anual Denuncia,2005,43
Concepción,Frecuencia Anual Denuncia,2006,32
Concepción,Frecuencia Anual Denuncia,2007,39
Concepción,Frecuencia Anual Denuncia,2008,52
Concepción,Frecuencia Anual Denuncia,2009,39
Concepción,Frecuencia Anual Denuncia,2010,39
Concepción,Frecuencia Anual Denuncia,2011,32
Concepción,Frecuencia Anual Denuncia,2012,22
Concepción,Frecuencia Anual Denuncia,2013,55
Concepción,Frecuencia Anual Denuncia,2014,35
Concepción,Frecuencia Anual Denuncia,2015,35
Concepción,Frecuencia Anual Denuncia,2016,58
Concepción,Frecuencia Anual Denuncia,2017,30
Concepción,Frecuencia Anual Denuncia,2018,60
Concepción,Frecuencia Anual Denuncia,2019,57
Concepción,Frecuencia Anual Detenciones,2005,1
Concepción,Frecuencia Anual Detenciones,2006,1
Concepción,Frecuencia Anual Detenciones,2007,1
Concepción,Frecuencia Anual Detenciones,2008,3
Concepción,Frecuencia Anual Detenciones,2009,6
Concepción,Frecuencia Anual Detenciones,2010,0
Concepción,Frecuencia Anual Detenciones,2011,1
Concepción,Frecuencia Anual Detenciones,2012,0
Concepción,Frecuencia Anual Detenciones,2013,0
Concepción,Frecuencia Anual Detenciones,2014,5
Concepción,Frecuencia Anual Detenciones,2015,1
Concepción,Frecuencia Anual Detenciones,2016,3
Concepción,Frecuencia Anual Detenciones,2017,1
Concepción,Frecuencia Anual Detenciones,2018,1
Concepción,Frecuencia Anual Detenciones,2019,2
Conchalí,Frecuencia Anual Aprehendidos,2005,1
Conchalí,Frecuencia Anual Aprehendidos,2006,4
Conchalí,Frecuencia Anual Aprehendidos,2007,2
Conchalí,Frecuencia Anual Aprehendidos,2008,3
Conchalí,Frecuencia Anual Aprehendidos,2009,5
Conchalí,Frecuencia Anual Aprehendidos,2010,6
Conchalí,Frecuencia Anual Aprehendidos,2011,6
Conchalí,Frecuencia Anual Aprehendidos,2012,1
Conchalí,Frecuencia Anual Aprehendidos,2013,2
Conchalí,Frecuencia Anual Aprehendidos,2014,2
Conchalí,Frecuencia Anual Aprehendidos,2015,2
Conchalí,Frecuencia Anual Aprehendidos,2016,4
Conchalí,Frecuencia Anual Aprehendidos,2017,1
Conchalí,Frecuencia Anual Aprehendidos,2018,2
Conchalí,Frecuencia Anual Aprehendidos,2019,0
Conchalí,Frecuencia Anual Casos Policiales,2005,25
Conchalí,Frecuencia Anual Casos Policiales,2006,29
Conchalí,Frecuencia Anual Casos Policiales,2007,37
Conchalí,Frecuencia Anual Casos Policiales,2008,35
Conchalí,Frecuencia Anual Casos Policiales,2009,29
Conchalí,Frecuencia Anual Casos Policiales,2010,41
Conchalí,Frecuencia Anual Casos Policiales,2011,33
Conchalí,Frecuencia Anual Casos Policiales,2012,20
Conchalí,Frecuencia Anual Casos Policiales,2013,13
Conchalí,Frecuencia Anual Casos Policiales,2014,21
Conchalí,Frecuencia Anual Casos Policiales,2015,13
Conchalí,Frecuencia Anual Casos Policiales,2016,18
Conchalí,Frecuencia Anual Casos Policiales,2017,21
Conchalí,Frecuencia Anual Casos Policiales,2018,29
Conchalí,Frecuencia Anual Casos Policiales,2019,28
Conchalí,Frecuencia Anual Denuncia,2005,24
Conchalí,Frecuencia Anual Denuncia,2006,25
Conchalí,Frecuencia Anual Denuncia,2007,35
Conchalí,Frecuencia Anual Denuncia,2008,32
Conchalí,Frecuencia Anual Denuncia,2009,24
Conchalí,Frecuencia Anual Denuncia,2010,36
Conchalí,Frecuencia Anual Denuncia,2011,27
Conchalí,Frecuencia Anual Denuncia,2012,19
Conchalí,Frecuencia Anual Denuncia,2013,11
Conchalí,Frecuencia Anual Denuncia,2014,19
Conchalí,Frecuencia Anual Denuncia,2015,11
Conchalí,Frecuencia Anual Denuncia,2016,14
Conchalí,Frecuencia Anual Denuncia,2017,20
Conchalí,Frecuencia Anual Denuncia,2018,28
Conchalí,Frecuencia Anual Denuncia,2019,28
Conchalí,Frecuencia Anual Detenciones,2005,1
Conchalí,Frecuencia Anual Detenciones,2006,4
Conchalí,Frecuencia Anual Detenciones,2007,2
Conchalí,Frecuencia Anual Detenciones,2008,3
