Comuna,Variable,Año,Valor
Angol,Frecuencia Anual Casos Policiales,2014,12
Angol,Frecuencia Anual Casos Policiales,2015,11
Angol,Frecuencia Anual Casos Policiales,2016,7
Angol,Frecuencia Anual Casos Policiales,2017,8
Angol,Frecuencia Anual Casos Policiales,2018,9
Angol,Frecuencia Anual Casos Policiales,2019,18
Angol,Frecuencia Anual Denuncia,2005,5
Angol,Frecuencia Anual Denuncia,2006,10
Angol,Frecuencia Anual Denuncia,2007,12
Angol,Frecuencia Anual Denuncia,2008,6
Angol,Frecuencia Anual Denuncia,2009,14
Angol,Frecuencia Anual Denuncia,2010,9
Angol,Frecuencia Anual Denuncia,2011,13
Angol,Frecuencia Anual Denuncia,2012,12
Angol,Frecuencia Anual Denuncia,2013,7
Angol,Frecuencia Anual Denuncia,2014,10
Angol,Frecuencia Anual Denuncia,2015,9
Angol,Frecuencia Anual Denuncia,2016,6
Angol,Frecuencia Anual Denuncia,2017,8
Angol,Frecuencia Anual Denuncia,2018,9
Angol,Frecuencia Anual Denuncia,2019,17
Angol,Frecuencia Anual Detenciones,2005,2
Angol,Frecuencia Anual Detenciones,2006,3
Angol,Frecuencia Anual Detenciones,2007,5
Angol,Frecuencia Anual Detenciones,2008,3
Angol,Frecuencia Anual Detenciones,2009,3
Angol,Frecuencia Anual Detenciones,2010,4
Angol,Frecuencia Anual Detenciones,2011,2
Angol,Frecuencia Anual Detenciones,2012,1
Angol,Frecuencia Anual Detenciones,2013,1
Angol,Frecuencia Anual Detenciones,2014,2
Angol,Frecuencia Anual Detenciones,2015,2
Angol,Frecuencia Anual Detenciones,2016,1
Angol,Frecuencia Anual Detenciones,2017,0
Angol,Frecuencia Anual Detenciones,2018,0
Angol,Frecuencia Anual Detenciones,2019,1
Antofagasta,Frecuencia Anual Aprehendidos,2005,6
Antofagasta,Frecuencia Anual Aprehendidos,2006,4
Antofagasta,Frecuencia Anual Aprehendidos,2007,3
Antofagasta,Frecuencia Anual Aprehendidos,2008,6
Antofagasta,Frecuencia Anual Aprehendidos,2009,11
Antofagasta,Frecuencia Anual Aprehendidos,2010,5
Antofagasta,Frecuencia Anual Aprehendidos,2011,4
Antofagasta,Frecuencia Anual Aprehendidos,2012,9
Antofagasta,Frecuencia Anual Aprehendidos,2013,5
Antofagasta,Frecuencia Anual Aprehendidos,2014,6
Antofagasta,Frecuencia Anual Aprehendidos,2015,8
Antofagasta,Frecuencia Anual Aprehendidos,2016,5
Antofagasta,Frecuencia Anual Aprehendidos,2017,7
Antofagasta,Frecuencia Anual Aprehendidos,2018,9
Antofagasta,Frecuencia Anual Aprehendidos,2019,8
Antofagasta,Frecuencia Anual Casos Policiales,2005,35
Antofagasta,Frecuencia Anual Casos Policiales,2006,28
Antofagasta,Frecuencia Anual Casos Policiales,2007,35
Antofagasta,Frecuencia Anual Casos Policiales,2008,65
Antofagasta,Frecuencia Anual Casos Policiales,2009,53
Antofagasta,Frecuencia Anual Casos Policiales,2010,51
Antofagasta,Frecuencia Anual Casos Policiales,2011,56
Antofagasta,Frecuencia Anual Casos Policiales,2012,58
Antofagasta,Frecuencia Anual Casos Policiales,2013,41
Antofagasta,Frecuencia Anual Casos Policiales,2014,40
Antofagasta,Frecuencia Anual Casos Policiales,2015,52
Antofagasta,Frecuencia Anual Casos Policiales,2016,50
Antofagasta,Frecuencia Anual Casos Policiales,2017,40
Antofagasta,Frecuencia Anual Casos Policiales,2018,83
Antofagasta,Frecuencia Anual Casos Policiales,2019,91
Antofagasta,Frecuencia Anual Denuncia,2005,29
Antofagasta,Frecuencia Anual Denuncia,2006,24
Antofagasta,Frecuencia Anual Denuncia,2007,32
Antofagasta,Frecuencia Anual Denuncia,2008,59
Antofagasta,Frecuencia Anual Denuncia,2009,43
Antofagasta,Frecuencia Anual Denuncia,2010,46
Antofagasta,Frecuencia Anual Denuncia,2011,52
Antofagasta,Frecuencia Anual Denuncia,2012,49
Antofagasta,Frecuencia Anual Denuncia,2013,37
Antofagasta,Frecuencia Anual Denuncia,2014,34
Antofagasta,Frecuencia Anual Denuncia,2015,46
Antofagasta,Frecuencia Anual Denuncia,2016,45
Antofagasta,Frecuencia Anual Denuncia,2017,33
Antofagasta,Frecuencia Anual Denuncia,2018,72
Antofagasta,Frecuencia Anual Denuncia,2019,80
Antofagasta,Frecuencia Anual Detenciones,2005,6
Antofagasta,Frecuencia Anual Detenciones,2006,4
Antofagasta,Frecuencia Anual Detenciones,2007,3
Antofagasta,Frecuencia Anual Detenciones,2008,6
Antofagasta,Frecuencia Anual Detenciones,2009,10
Antofagasta,Frecuencia Anual Detenciones,2010,5
Antofagasta,Frecuencia Anual Detenciones,2011,4
Antofagasta,Frecuencia Anual Detenciones,2012,9
Antofagasta,Frecuencia Anual Detenciones,2013,4
Antofagasta,Frecuencia Anual Detenciones,2014,6
Antofagasta,Frecuencia Anual Detenciones,2015,6
Antofagasta,Frecuencia Anual Detenciones,2016,5
Antofagasta,Frecuencia Anual Detenciones,2017,7
Antofagasta,Frecuencia Anual Detenciones,2018,11
Antofagasta,Frecuencia Anual Detenciones,2019,11
Antuco,Frecuencia Anual Aprehendidos,2005,0
Antuco,Frecuencia Anual Aprehendidos,2006,0
Antuco,Frecuencia Anual Aprehendidos,2007,0
Antuco,Frecuencia Anual Aprehendidos,2008,0
Antuco,Frecuencia Anual Aprehendidos,2009,0
Antuco,Frecuencia Anual Aprehendidos,2010,1
Antuco,Frecuencia Anual Aprehendidos,2011,0
Antuco,Frecuencia Anual Aprehendidos,2012,0
Antuco,Frecuencia Anual Aprehendidos,2013,0
Antuco,Frecuencia Anual Aprehendidos,2014,0
Antuco,Frecuencia Anual Aprehendidos,2015,0
Antuco,Frecuencia Anual Aprehendidos,2016,0
Antuco,Frecuencia Anual Aprehendidos,2017,0
Antuco,Frecuencia Anual Aprehendidos,2018,0
Antuco,Frecuencia Anual Aprehendidos,2019,0
Antuco,Frecuencia Anual Casos Policiales,2005,1
Antuco,Frecuencia Anual Casos Policiales,2006,1
Antuco,Frecuencia Anual Casos Policiales,2007,0
Antuco,Frecuencia Anual Casos Policiales,2008,0
Antuco,Frecuencia Anual Casos Policiales,2009,0
Antuco,Frecuencia Anual Casos Policiales,2010,2
Antuco,Frecuencia Anual Casos Policiales,2011,1
Antuco,Frecuencia Anual Casos Policiales,2012,0
Antuco,Frecuencia Anual Casos Policiales,2013,0
Antuco,Frecuencia Anual Casos Policiales,2014,1
Antuco,Frecuencia Anual Casos Policiales,2015,0
Antuco,Frecuencia Anual Casos Policiales,2016,0
Antuco,Frecuencia Anual Casos Policiales,2017,0
Antuco,Frecuencia Anual Casos Policiales,2018,0
Antuco,Frecuencia Anual Casos Policiales,2019,0
Antuco,Frecuencia Anual Denuncia,2005,1
Antuco,Frecuencia Anual Denuncia,2006,1
Antuco,Frecuencia Anual Denuncia,2007,0
Antuco,Frecuencia Anual Denuncia,2008,0
Antuco,Frecuencia Anual Denuncia,2009,0
Antuco,Frecuencia Anual Denuncia,2010,1
Antuco,Frecuencia Anual Denuncia,2011,1
Antuco,Frecuencia Anual Denuncia,2012,0
Antuco,Frecuencia Anual Denuncia,2013,0
Antuco,Frecuencia Anual Denuncia,2014,1
Antuco,Frecuencia Anual Denuncia,2015,0
Antuco,Frecuencia Anual Denuncia,2016,0
Antuco,Frecuencia Anual Denuncia,2017,0
Antuco,Frecuencia Anual Denuncia,2018,0
Antuco,Frecuencia Anual Denuncia,2019,0
Antuco,Frecuencia Anual Detenciones,2005,0
Antuco,Frecuencia Anual Detenciones,2006,0
Antuco,Frecuencia Anual Detenciones,2007,0
Antuco,Frecuencia Anual Detenciones,2008,0
Antuco,Frecuencia Anual Detenciones,2009,0
Antuco,Frecuencia Anual Detenciones,2010,1
Antuco,Frecuencia Anual Detenciones,2011,0
Antuco,Frecuencia Anual Detenciones,2012,0
Antuco,Frecuencia Anual Detenciones,2013,0
Antuco,Frecuencia Anual Detenciones,2014,0
Antuco,Frecuencia Anual Detenciones,2015,0
Antuco,Frecuencia Anual Detenciones,2016,0
Antuco,Frecuencia Anual Detenciones,2017,0
Antuco,Frecuencia Anual Detenciones,2018,0
Antuco,Frecuencia Anual Detenciones,2019,0
Arauco,Frecuencia Anual Aprehendidos,2005,0
Arauco,Frecuencia Anual Aprehendidos,2006,1
Arauco,Frecuencia Anual Aprehendidos,2007,0
Arauco,Frecuencia Anual Aprehendidos,2008,1
Arauco,Frecuencia Anual Aprehendidos,2009,1
Arauco,Frecuencia Anual Aprehendidos,2010,2
Arauco,Frecuencia Anual Aprehendidos,2011,5
Arauco,Frecuencia Anual Aprehendidos,2012,5
Arauco,Frecuencia Anual Aprehendidos,2013,1
Arauco,Frecuencia Anual Aprehendidos,2014,0
Arauco,Frecuencia Anual Aprehendidos,2015,4
Arauco,Frecuencia Anual Aprehendidos,2016,1
Arauco,Frecuencia Anual Aprehendidos,2017,1
Arauco,Frecuencia Anual Aprehendidos,2018,1
Arauco,Frecuencia Anual Aprehendidos,2019,0
Arauco,Frecuencia Anual Casos Policiales,2005,6
Arauco,Frecuencia Anual Casos Policiales,2006,6
Arauco,Frecuencia Anual Casos Policiales,2007,4
Arauco,Frecuencia Anual Casos Policiales,2008,3
Arauco,Frecuencia Anual Casos Policiales,2009,2
Arauco,Frecuencia Anual Casos Policiales,2010,2
Arauco,Frecuencia Anual Casos Policiales,2011,12
Arauco,Frecuencia Anual Casos Policiales,2012,8
Arauco,Frecuencia Anual Casos Policiales,2013,3
Arauco,Frecuencia Anual Casos Policiales,2014,5
Arauco,Frecuencia Anual Casos Policiales,2015,8
Arauco,Frecuencia Anual Casos Policiales,2016,8
Arauco,Frecuencia Anual Casos Policiales,2017,5
Arauco,Frecuencia Anual Casos Policiales,2018,6
Arauco,Frecuencia Anual Casos Policiales,2019,7
Arauco,Frecuencia Anual Denuncia,2005,6
Arauco,Frecuencia Anual Denuncia,2006,5
Arauco,Frecuencia Anual Denuncia,2007,4
Arauco,Frecuencia Anual Denuncia,2008,2
Arauco,Frecuencia Anual Denuncia,2009,1
Arauco,Frecuencia Anual Denuncia,2010,0
Arauco,Frecuencia Anual Denuncia,2011,7
Arauco,Frecuencia Anual Denuncia,2012,3
Arauco,Frecuencia Anual Denuncia,2013,2
Arauco,Frecuencia Anual Denuncia,2014,5
Arauco,Frecuencia Anual Denuncia,2015,4
Arauco,Frecuencia Anual Denuncia,2016,7
Arauco,Frecuencia Anual Denuncia,2017,4
Arauco,Frecuencia Anual Denuncia,2018,5
Arauco,Frecuencia Anual Denuncia,2019,7
Arauco,Frecuencia Anual Detenciones,2005,0
Arauco,Frecuencia Anual Detenciones,2006,1
Arauco,Frecuencia Anual Detenciones,2007,0
Arauco,Frecuencia Anual Detenciones,2008,1
Arauco,Frecuencia Anual Detenciones,2009,1
Arauco,Frecuencia Anual Detenciones,2010,2
Arauco,Frecuencia Anual Detenciones,2011,5
Arauco,Frecuencia Anual Detenciones,2012,5
Arauco,Frecuencia Anual Detenciones,2013,1
Arauco,Frecuencia Anual Detenciones,2014,0
Arauco,Frecuencia Anual Detenciones,2015,4
Arauco,Frecuencia Anual Detenciones,2016,1
Arauco,Frecuencia Anual Detenciones,2017,1
Arauco,Frecuencia Anual Detenciones,2018,1
Arauco,Frecuencia Anual Detenciones,2019,0
Arica,Frecuencia Anual Aprehendidos,2005,6
Arica,Frecuencia Anual Aprehendidos,2006,7
Arica,Frecuencia Anual Aprehendidos,2007,3
Arica,Frecuencia Anual Aprehendidos,2008,5
Arica,Frecuencia Anual Aprehendidos,2009,10
Arica,Frecuencia Anual Aprehendidos,2010,12
Arica,Frecuencia Anual Aprehendidos,2011,8
Arica,Frecuencia Anual Aprehendidos,2012,10
Arica,Frecuencia Anual Aprehendidos,2013,6
Arica,Frecuencia Anual Aprehendidos,2014,6
Arica,Frecuencia Anual Aprehendidos,2015,1
Arica,Frecuencia Anual Aprehendidos,2016,1
Arica,Frecuencia Anual Aprehendidos,2017,4
Arica,Frecuencia Anual Aprehendidos,2018,3
Arica,Frecuencia Anual Aprehendidos,2019,3
Arica,Frecuencia Anual Casos Policiales,2005,19
Arica,Frecuencia Anual Casos Policiales,2006,23
Arica,Frecuencia Anual Casos Policiales,2007,28
Arica,Frecuencia Anual Casos Policiales,2008,37
Arica,Frecuencia Anual Casos Policiales,2009,34
Arica,Frecuencia Anual Casos Policiales,2010,35
Arica,Frecuencia Anual Casos Policiales,2011,37
Arica,Frecuencia Anual Casos Policiales,2012,51
Arica,Frecuencia Anual Casos Policiales,2013,49
Arica,Frecuencia Anual Casos Policiales,2014,45
Arica,Frecuencia Anual Casos Policiales,2015,40
Arica,Frecuencia Anual Casos Policiales,2016,47
Arica,Frecuencia Anual Casos Policiales,2017,39
Arica,Frecuencia Anual Casos Policiales,2018,52
Arica,Frecuencia Anual Casos Policiales,2019,67
Arica,Frecuencia Anual Denuncia,2005,14
Arica,Frecuencia Anual Denuncia,2006,16
Arica,Frecuencia Anual Denuncia,2007,25
Arica,Frecuencia Anual Denuncia,2008,32
Arica,Frecuencia Anual Denuncia,2009,25
Arica,Frecuencia Anual Denuncia,2010,24
Arica,Frecuencia Anual Denuncia,2011,29
Arica,Frecuencia Anual Denuncia,2012,41
Arica,Frecuencia Anual Denuncia,2013,43
Arica,Frecuencia Anual Denuncia,2014,40
Arica,Frecuencia Anual Denuncia,2015,39
Arica,Frecuencia Anual Denuncia,2016,46
Arica,Frecuencia Anual Denuncia,2017,30
Arica,Frecuencia Anual Denuncia,2018,45
Arica,Frecuencia Anual Denuncia,2019,61
Arica,Frecuencia Anual Detenciones,2005,5
Arica,Frecuencia Anual Detenciones,2006,7
Arica,Frecuencia Anual Detenciones,2007,3
Arica,Frecuencia Anual Detenciones,2008,5
Arica,Frecuencia Anual Detenciones,2009,9
Arica,Frecuencia Anual Detenciones,2010,11
Arica,Frecuencia Anual Detenciones,2011,8
Arica,Frecuencia Anual Detenciones,2012,10
Arica,Frecuencia Anual Detenciones,2013,6
Arica,Frecuencia Anual Detenciones,2014,5
Arica,Frecuencia Anual Detenciones,2015,1
Arica,Frecuencia Anual Detenciones,2016,1
Arica,Frecuencia Anual Detenciones,2017,9
Arica,Frecuencia Anual Detenciones,2018,7
Arica,Frecuencia Anual Detenciones,2019,6
Buin,Frecuencia Anual Aprehendidos,2005,4
Buin,Frecuencia Anual Aprehendidos,2006,4
Buin,Frecuencia Anual Aprehendidos,2007,0
Buin,Frecuencia Anual Aprehendidos,2008,0
Buin,Frecuencia Anual Aprehendidos,2009,7
Buin,Frecuencia Anual Aprehendidos,2010,3
Buin,Frecuencia Anual Aprehendidos,2011,5
Buin,Frecuencia Anual Aprehendidos,2012,6
Buin,Frecuencia Anual Aprehendidos,2013,3
Buin,Frecuencia Anual Aprehendidos,2014,1
Buin,Frecuencia Anual Aprehendidos,2015,3
Buin,Frecuencia Anual Aprehendidos,2016,0
Buin,Frecuencia Anual Aprehendidos,2017,7
Buin,Frecuencia Anual Aprehendidos,2018,4
Buin,Frecuencia Anual Aprehendidos,2019,3
Buin,Frecuencia Anual Casos Policiales,2005,19
Buin,Frecuencia Anual Casos Policiales,2006,17
Buin,Frecuencia Anual Casos Policiales,2007,18
Buin,Frecuencia Anual Casos Policiales,2008,15
Buin,Frecuencia Anual Casos Policiales,2009,20
Buin,Frecuencia Anual Casos Policiales,2010,10
Buin,Frecuencia Anual Casos Policiales,2011,29
Buin,Frecuencia Anual Casos Policiales,2012,23
Buin,Frecuencia Anual Casos Policiales,2013,17
Buin,Frecuencia Anual Casos Policiales,2014,17
Buin,Frecuencia Anual Casos Policiales,2015,11
Buin,Frecuencia Anual Casos Policiales,2016,12
Buin,Frecuencia Anual Casos Policiales,2017,22
Buin,Frecuencia Anual Casos Policiales,2018,15
Buin,Frecuencia Anual Casos Policiales,2019,22
Buin,Frecuencia Anual Denuncia,2005,15
Buin,Frecuencia Anual Denuncia,2006,14
Buin,Frecuencia Anual Denuncia,2007,18
Buin,Frecuencia Anual Denuncia,2008,15
Buin,Frecuencia Anual Denuncia,2009,13
Buin,Frecuencia Anual Denuncia,2010,7
Buin,Frecuencia Anual Denuncia,2011,24
Buin,Frecuencia Anual Denuncia,2012,19
Buin,Frecuencia Anual Denuncia,2013,14
Buin,Frecuencia Anual Denuncia,2014,16
Buin,Frecuencia Anual Denuncia,2015,8
Buin,Frecuencia Anual Denuncia,2016,12
Buin,Frecuencia Anual Denuncia,2017,15
Buin,Frecuencia Anual Denuncia,2018,11
Buin,Frecuencia Anual Denuncia,2019,19
Buin,Frecuencia Anual Detenciones,2005,4
Buin,Frecuencia Anual Detenciones,2006,3
Buin,Frecuencia Anual Detenciones,2007,0
Buin,Frecuencia Anual Detenciones,2008,0
Buin,Frecuencia Anual Detenciones,2009,7
Buin,Frecuencia Anual Detenciones,2010,3
Buin,Frecuencia Anual Detenciones,2011,5
Buin,Frecuencia Anual Detenciones,2012,4
Buin,Frecuencia Anual Detenciones,2013,3
Buin,Frecuencia Anual Detenciones,2014,1
Buin,Frecuencia Anual Detenciones,2015,3
Buin,Frecuencia Anual Detenciones,2016,0
Buin,Frecuencia Anual Detenciones,2017,7
Buin,Frecuencia Anual Detenciones,2018,4
Buin,Frecuencia Anual Detenciones,2019,3
Bulnes,Frecuencia Anual Aprehendidos,2005,1
Bulnes,Frecuencia Anual Aprehendidos,2006,0
Bulnes,Frecuencia Anual Aprehendidos,2007,1
Bulnes,Frecuencia Anual Aprehendidos,2008,2
Bulnes,Frecuencia Anual Aprehendidos,2009,1
Bulnes,Frecuencia Anual Aprehendidos,2010,0
Bulnes,Frecuencia Anual Aprehendidos,2011,0
Bulnes,Frecuencia Anual Aprehendidos,2012,0
Bulnes,Frecuencia Anual Aprehendidos,2013,1
Bulnes,Frecuencia Anual Aprehendidos,2014,2
Bulnes,Frecuencia Anual Aprehendidos,2015,0
Bulnes,Frecuencia Anual Aprehendidos,2016,0
Bulnes,Frecuencia Anual Aprehendidos,2017,2
Bulnes,Frecuencia Anual Aprehendidos,2018,2
Bulnes,Frecuencia Anual Aprehendidos,2019,0
Bulnes,Frecuencia Anual Casos Policiales,2005,6
Bulnes,Frecuencia Anual Casos Policiales,2006,4
Bulnes,Frecuencia Anual Casos Policiales,2007,5
Bulnes,Frecuencia Anual Casos Policiales,2008,6
Bulnes,Frecuencia Anual Casos Policiales,2009,5
Bulnes,Frecuencia Anual Casos Policiales,2010,2
Bulnes,Frecuencia Anual Casos Policiales,2011,7
Bulnes,Frecuencia Anual Casos Policiales,2012,4
Bulnes,Frecuencia Anual Casos Policiales,2013,7
Bulnes,Frecuencia Anual Casos Policiales,2014,8
Bulnes,Frecuencia Anual Casos Policiales,2015,6
Bulnes,Frecuencia Anual Casos Policiales,2016,0
Bulnes,Frecuencia Anual Casos Policiales,2017,2
Bulnes,Frecuencia Anual Casos Policiales,2018,4
Bulnes,Frecuencia Anual Casos Policiales,2019,5
Bulnes,Frecuencia Anual Denuncia,2005,5
Bulnes,Frecuencia Anual Denuncia,2006,4
Bulnes,Frecuencia Anual Denuncia,2007,4
Bulnes,Frecuencia Anual Denuncia,2008,4
Bulnes,Frecuencia Anual Denuncia,2009,4
Bulnes,Frecuencia Anual Denuncia,2010,2
Bulnes,Frecuencia Anual Denuncia,2011,7
Bulnes,Frecuencia Anual Denuncia,2012,4
Bulnes,Frecuencia Anual Denuncia,2013,6
Bulnes,Frecuencia Anual Denuncia,2014,6
Bulnes,Frecuencia Anual Denuncia,2015,6
Bulnes,Frecuencia Anual Denuncia,2016,0
Bulnes,Frecuencia Anual Denuncia,2017,0
Bulnes,Frecuencia Anual Denuncia,2018,2
Bulnes,Frecuencia Anual Denuncia,2019,5
Bulnes,Frecuencia Anual Detenciones,2005,1
Bulnes,Frecuencia Anual Detenciones,2006,0
Bulnes,Frecuencia Anual Detenciones,2007,1
Bulnes,Frecuencia Anual Detenciones,2008,2
Bulnes,Frecuencia Anual Detenciones,2009,1
Bulnes,Frecuencia Anual Detenciones,2010,0
Bulnes,Frecuencia Anual Detenciones,2011,0
Bulnes,Frecuencia Anual Detenciones,2012,0
Bulnes,Frecuencia Anual Detenciones,2013,1
Bulnes,Frecuencia Anual Detenciones,2014,2
Bulnes,Frecuencia Anual Detenciones,2015,0
Bulnes,Frecuencia Anual Detenciones,2016,0
Bulnes,Frecuencia Anual Detenciones,2017,2
Bulnes,Frecuencia Anual Detenciones,2018,2
Bulnes,Frecuencia Anual Detenciones,2019,0
Cabildo,Frecuencia Anual Aprehendidos,2005,0
Cabildo,Frecuencia Anual Aprehendidos,2006,0
Cabildo,Frecuencia Anual Aprehendidos,2007,0
Cabildo,Frecuencia Anual Aprehendidos,2008,4
Cabildo,Frecuencia Anual Aprehendidos,2009,0
Cabildo,Frecuencia Anual Aprehendidos,2010,0
Cabildo,Frecuencia Anual Aprehendidos,2011,1
Cabildo,Frecuencia Anual Aprehendidos,2012,0
Cabildo,Frecuencia Anual Aprehendidos,2013,0
Cabildo,Frecuencia Anual Aprehendidos,2014,1
Cabildo,Frecuencia Anual Aprehendidos,2015,0
Cabildo,Frecuencia Anual Aprehendidos,2016,0
Cabildo,Frecuencia Anual Aprehendidos,2017,2
Cabildo,Frecuencia Anual Aprehendidos,2018,0
Cabildo,Frecuencia Anual Aprehendidos,2019,0
Cabildo,Frecuencia Anual Casos Policiales,2005,4
Cabildo,Frecuencia Anual Casos Policiales,2006,2
Cabildo,Frecuencia Anual Casos Policiales,2007,2
Cabildo,Frecuencia Anual Casos Policiales,2008,9
Cabildo,Frecuencia Anual Casos Policiales,2009,2
Cabildo,Frecuencia Anual Casos Policiales,2010,2
Cabildo,Frecuencia Anual Casos Policiales,2011,6
Cabildo,Frecuencia Anual Casos Policiales,2012,6
Cabildo,Frecuencia Anual Casos Policiales,2013,3
Cabildo,Frecuencia Anual Casos Policiales,2014,3
Cabildo,Frecuencia Anual Casos Policiales,2015,2
Cabildo,Frecuencia Anual Casos Policiales,2016,1
Cabildo,Frecuencia Anual Casos Policiales,2017,4
Cabildo,Frecuencia Anual Casos Policiales,2018,0
Cabildo,Frecuencia Anual Casos Policiales,2019,5
Cabildo,Frecuencia Anual Denuncia,2005,4
Cabildo,Frecuencia Anual Denuncia,2006,2
Cabildo,Frecuencia Anual Denuncia,2007,2
Cabildo,Frecuencia Anual Denuncia,2008,5
Cabildo,Frecuencia Anual Denuncia,2009,2
Cabildo,Frecuencia Anual Denuncia,2010,2
Cabildo,Frecuencia Anual Denuncia,2011,5
Cabildo,Frecuencia Anual Denuncia,2012,6
Cabildo,Frecuencia Anual Denuncia,2013,3
Cabildo,Frecuencia Anual Denuncia,2014,2
Cabildo,Frecuencia Anual Denuncia,2015,2
Cabildo,Frecuencia Anual Denuncia,2016,1
Cabildo,Frecuencia Anual Denuncia,2017,2
Cabildo,Frecuencia Anual Denuncia,2018,0
Cabildo,Frecuencia Anual Denuncia,2019,5
Cabildo,Frecuencia Anual Detenciones,2005,0
Cabildo,Frecuencia Anual Detenciones,2006,0
Cabildo,Frecuencia Anual Detenciones,2007,0
Cabildo,Frecuencia Anual Detenciones,2008,4
Cabildo,Frecuencia Anual Detenciones,2009,0
Cabildo,Frecuencia Anual Detenciones,2010,0
Cabildo,Frecuencia Anual Detenciones,2011,1
Cabildo,Frecuencia Anual Detenciones,2012,0
Cabildo,Frecuencia Anual Detenciones,2013,0
Cabildo,Frecuencia Anual Detenciones,2014,1
Cabildo,Frecuencia Anual Detenciones,2015,0
Cabildo,Frecuencia Anual Detenciones,2016,0
Cabildo,Frecuencia Anual Detenciones,2017,2
Cabildo,Frecuencia Anual Detenciones,2018,0
Cabildo,Frecuencia Anual Detenciones,2019,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2005,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2006,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2007,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2008,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2009,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2010,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2011,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2012,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2013,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2014,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2015,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2016,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2017,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2018,0
Cabo de Hornos,Frecuencia Anual Aprehendidos,2019,0
Cabo de Hornos,Frecuencia Anual Casos Policiales,2005,0
Cabo de Hornos,Frecuencia Anual Casos Policiales,2006,0
Cabo de Hornos,Frecuencia Anual Casos Policiales,2007,0
Cabo de Hornos,Frecuencia Anual Casos Policiales,2008,0
Cabo de Hornos,Frecuencia Anual Casos Policiales,2009,0
Cabo de Hornos,Frecuencia Anual Casos Policiales,2010,0
